Measure,Time,Time_type,Ethnicity,Ethnicity_type,Gender,Gender_type,Age Bracket,Age Bracket Type,Value,Denominator,Numerator,Upper bound,Lower bound,Note
Unemployment in the labour force,1998,Year,White,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.104,1937,,,,
Unemployment in the labour force,1998,Year,Black,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.313,30,,,,
Unemployment in the labour force,1998,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.26,22,,,,Small sample size
Unemployment in the labour force,1998,Year,Indian,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.161,34,,,,Small sample size
Unemployment in the labour force,1998,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.279,27,,,,
Unemployment in the labour force,1998,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Ethnic Minority,White and other,Female,Male/Female,16-24,Labour force age brackets,0.244,131,,,,
Unemployment in the labour force,1998,Year,All,All,Female,Male/Female,16-24,Labour force age brackets,0.112,2069,,,,
Unemployment in the labour force,1998,Year,White,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.047,16047,,,,
Unemployment in the labour force,1998,Year,Black,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.124,325,,,,
Unemployment in the labour force,1998,Year,Mixed or multiple,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.092,72,,,,
Unemployment in the labour force,1998,Year,Indian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.066,318,,,,
Unemployment in the labour force,1998,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.148,143,,,,
Unemployment in the labour force,1998,Year,Chinese,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.084,57,,,,
Unemployment in the labour force,1998,Year,Other Asian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.085,72,,,,
Unemployment in the labour force,1998,Year,Other  ,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.131,46,,,,
Unemployment in the labour force,1998,Year,Unknown,ONS labour expanded Asian,,All,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Ethnic Minority,White and other,,All,25-49,Labour force age brackets,0.103,1034,,,,
Unemployment in the labour force,1998,Year,All,All,,All,25-49,Labour force age brackets,0.051,17086,,,,
Unemployment in the labour force,1998,Year,White,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.051,8709,,,,
Unemployment in the labour force,1998,Year,Black,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.13,162,,,,
Unemployment in the labour force,1998,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.093,35,,,,Small sample size
Unemployment in the labour force,1998,Year,Indian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.067,185,,,,
Unemployment in the labour force,1998,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.144,111,,,,
Unemployment in the labour force,1998,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.093,27,,,,Small sample size
Unemployment in the labour force,1998,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.078,44,,,,Small sample size
Unemployment in the labour force,1998,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.15,25,,,,Small sample size
Unemployment in the labour force,1998,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Ethnic Minority,White and other,Male,Male/Female,25-49,Labour force age brackets,0.106,588,,,,
Unemployment in the labour force,1998,Year,All,All,Male,Male/Female,25-49,Labour force age brackets,0.054,9299,,,,
Unemployment in the labour force,1998,Year,White,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.043,7339,,,,
Unemployment in the labour force,1998,Year,Black,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.117,163,,,,
Unemployment in the labour force,1998,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.091,36,,,,Small sample size
Unemployment in the labour force,1998,Year,Indian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.066,133,,,,
Unemployment in the labour force,1998,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.161,32,,,,
Unemployment in the labour force,1998,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.075,30,,,,Small sample size
Unemployment in the labour force,1998,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.096,29,,,,Small sample size
Unemployment in the labour force,1998,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.11,21,,,,Small sample size
Unemployment in the labour force,1998,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Ethnic Minority,White and other,Female,Male/Female,25-49,Labour force age brackets,0.098,445,,,,
Unemployment in the labour force,1998,Year,All,All,Female,Male/Female,25-49,Labour force age brackets,0.046,7787,,,,
Unemployment in the labour force,1998,Year,White,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.042,5766,,,,
Unemployment in the labour force,1998,Year,Black,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.102,62,,,,
Unemployment in the labour force,1998,Year,Mixed or multiple,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Indian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.091,59,,,,
Unemployment in the labour force,1998,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.27,18,,,,
Unemployment in the labour force,1998,Year,Chinese,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Other Asian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Other  ,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Unknown,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Ethnic Minority,White and other,,All,50-64,Labour force age brackets,0.111,180,,,,
Unemployment in the labour force,1998,Year,All,All,,All,50-64,Labour force age brackets,0.044,5947,,,,
Unemployment in the labour force,1998,Year,White,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.052,3284,,,,
Unemployment in the labour force,1998,Year,Black,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.14,35,,,,
Unemployment in the labour force,1998,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Indian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.09,38,,,,Small sample size
Unemployment in the labour force,1998,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.292,13,,,,Small sample size
Unemployment in the labour force,1998,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Ethnic Minority,White and other,Male,Male/Female,50-64,Labour force age brackets,0.137,108,,,,
Unemployment in the labour force,1998,Year,All,All,Male,Male/Female,50-64,Labour force age brackets,0.055,3391,,,,
Unemployment in the labour force,1998,Year,White,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.029,2482,,,,
Unemployment in the labour force,1998,Year,Black,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Indian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1998,Year,Ethnic Minority,White and other,Female,Male/Female,50-64,Labour force age brackets,0.072,72,,,,
Unemployment in the labour force,1998,Year,All,All,Female,Male/Female,50-64,Labour force age brackets,0.03,2555,,,,
Unemployment in the labour force,1998,Year,White,White and other,,All,16+,Labour force age brackets,0.058,26328,,,,
Unemployment in the labour force,1998,Year,White,White and other,Male,Male/Female,16+,Labour force age brackets,0.065,14404,,,,
Unemployment in the labour force,1998,Year,White,White and other,Female,Male/Female,16+,Labour force age brackets,0.05,11925,,,,
Unemployment in the labour force,1998,Year,White,White and other,,All,16-24,Labour force age brackets,0.127,4085,,,,
Unemployment in the labour force,1998,Year,White,White and other,Male,Male/Female,16-24,Labour force age brackets,0.144,2148,,,,
Unemployment in the labour force,1998,Year,White,White and other,Female,Male/Female,16-24,Labour force age brackets,0.104,1937,,,,
Unemployment in the labour force,1998,Year,White,White and other,,All,25-49,Labour force age brackets,0.047,16047,,,,
Unemployment in the labour force,1998,Year,White,White and other,Male,Male/Female,25-49,Labour force age brackets,0.051,8709,,,,
Unemployment in the labour force,1998,Year,White,White and other,Female,Male/Female,25-49,Labour force age brackets,0.043,7339,,,,
Unemployment in the labour force,1998,Year,White,White and other,,All,50-64,Labour force age brackets,0.042,5766,,,,
Unemployment in the labour force,1998,Year,White,White and other,Male,Male/Female,50-64,Labour force age brackets,0.052,3284,,,,
Unemployment in the labour force,1998,Year,White,White and other,Female,Male/Female,50-64,Labour force age brackets,0.029,2482,,,,
Unemployment in the labour force,1999,Year,White,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.055,26593,,,,
Unemployment in the labour force,1999,Year,Black,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.156,469,,,,
Unemployment in the labour force,1999,Year,Mixed or multiple,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.131,129,,,,
Unemployment in the labour force,1999,Year,Indian,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.085,449,,,,
Unemployment in the labour force,1999,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.181,268,,,,
Unemployment in the labour force,1999,Year,Chinese,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.09,66,,,,
Unemployment in the labour force,1999,Year,Other Asian,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.084,99,,,,
Unemployment in the labour force,1999,Year,Other  ,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.173,71,,,,
Unemployment in the labour force,1999,Year,Unknown,ONS labour expanded Asian,,All,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1999,Year,Ethnic Minority,White and other,,All,16+,Labour force age brackets,0.131,1550,,,,
Unemployment in the labour force,1999,Year,All,All,,All,16+,Labour force age brackets,0.059,28149,,,,
Unemployment in the labour force,1999,Year,White,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.062,14516,,,,
Unemployment in the labour force,1999,Year,Black,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.162,231,,,,
Unemployment in the labour force,1999,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.143,64,,,,
Unemployment in the labour force,1999,Year,Indian,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.084,258,,,,
Unemployment in the labour force,1999,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.166,195,,,,
Unemployment in the labour force,1999,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.103,31,,,,Small sample size
